SUBJECT.NAME A1.A1 A2.A2 A3.A3 A4.A4 A5.A5 A6.A6 A7.A7 A8.A8 B1.B1 B2.B2 B3.B3 B4.B4 B5.B5 B6.B6 B7.B7 A1.A2 A1.A3 A1.A4 A1.A5 A1.A6 A1.A7 A1.A8 A1.B1 A1.B2 A1.B3 A1.B4 A1.B5 A1.B6 A1.B7 A2.A3 A2.A4 A2.A5 A2.A6 A2.A7 A2.A8 A2.B1 A2.B2 A2.B3 A2.B4 A2.B5 A2.B6 A2.B7 A3.A4 A3.A5 A3.A6 A3.A7 A3.A8 A3.B1 A3.B2 A3.B3 A3.B4 A3.B5 A3.B6 A3.B7 A4.A5 A4.A6 A4.A7 A4.A8 A4.B1 A4.B2 A4.B3 A4.B4 A4.B5 A4.B6 A4.B7 A5.A6 A5.A7 A5.A8 A5.B1 A5.B2 A5.B3 A5.B4 A5.B5 A5.B6 A5.B7 A6.A7 A6.A8 A6.B1 A6.B2 A6.B3 A6.B4 A6.B5 A6.B6 A6.B7 A7.A8 A7.B1 A7.B2 A7.B3 A7.B4 A7.B5 A7.B6 A7.B7 A8.B1 A8.B2 A8.B3 A8.B4 A8.B5 A8.B6 A8.B7 B1.B2 B1.B3 B1.B4 B1.B5 B1.B6 B1.B7 B2.B3 B2.B4 B2.B5 B2.B6 B2.B7 B3.B4 B3.B5 B3.B6 B3.B7 B4.B5 B4.B6 B4.B7 B5.B6 B5.B7 B6.B7
1 22003.11003 0 0 0 0 0 0 0 2.53760154650641e-15 0 0 0 0 0 0 0 0 0 0 0 0 0 2.35645524562927e-15 2.15074791354663e-15 7.85250038589161e-15 5.56877079107683e-15 1.27124728597437e-08 4.23667614519546e-15 2.3894467266351e-15 2.34067903298408e-15 0 0 0 0 0 1.85365166153491e-07 1.69183669025033e-07 6.17698995748357e-07 4.38054626699693e-07 0.999997622801811 3.33268445920759e-07 1.87960365603868e-07 1.84124166442729e-07 0 0 0 0 2.12468520823887e-15 1.939210297772e-15 7.0801647722949e-15 5.02105225627317e-15 1.14621328350425e-08 3.81997627771261e-15 2.15443179978606e-15 2.11046067089132e-15 0 0 0 2.915508664077e-15 2.66099862826644e-15 9.71545415606709e-15 6.8899248223608e-15 1.57284229493308e-08 5.24179953390424e-15 2.95632715570404e-15 2.89598964934558e-15 0 0 2.87929261387421e-14 2.62794406694811e-14 9.59477011221759e-14 6.80433911776847e-14 1.55330466288409e-07 5.17668661641856e-14 2.91960406377636e-14 2.86001606167638e-14 0 3.51492360660086e-15 3.2080874980309e-15 1.17129060814572e-14 8.30646113462607e-15 1.89621131298224e-08 6.31948899682733e-15 3.56413418915666e-15 3.491391573751e-15 6.23882823311666e-15 5.694208209657e-15 2.0789871226677e-14 1.47435876406165e-14 3.36568813420935e-08 1.12168032039832e-14 6.32617476071707e-15 6.1970599538145e-15 2.31608100416264e-15 8.4561407054686e-15 5.99685540295615e-15 1.36897107842978e-08 4.5623594838203e-15 2.57312916086582e-15 2.52061257899654e-15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 22004.11004 0 0 0 0 0 0 0 8.83153276010198e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 7.53984230742043e-14 2.65360279682507e-14 1.59608903386212e-07 6.73332727227756e-14 5.71533938657141e-14 5.18856659514466e-14 2.95510148853144e-14 2.85997756269266e-14 0 0 0 0 0 1.41130910735025e-14 4.96701872765106e-15 2.98756246853409e-08 1.26034547072461e-14 1.06979830598412e-14 9.71196875379505e-15 5.53136454830652e-15 5.35331140423604e-15 0 0 0 0 2.4959747906705e-14 8.78443529092073e-15 5.28366221699995e-08 2.22898761588143e-14 1.89199487832379e-14 1.71761303395573e-14 9.78251071907475e-15 9.46761431779387e-15 0 0 0 9.47876917935265e-14 3.33599661362081e-14 2.00653527286449e-07 8.46485276756337e-14 7.18508167918273e-14 6.52284532246432e-14 3.71502795009173e-14 3.5954421948867e-14 0 0 6.24302638823014e-14 2.19719612280964e-14 1.32156954351146e-07 5.5752279858755e-14 4.73232902668806e-14 4.2961585733296e-14 2.44683851738429e-14 2.36807544052537e-14 0 7.82321255764932e-14 2.75333327630796e-14 1.6560749235495e-07 6.98638622977598e-14 5.93013925718965e-14 5.38356873901555e-14 3.0661632076118e-14 2.96746423476691e-14 4.72393410314945e-07 1.66256059968228e-07 0.9999969643004 4.21862859092878e-07 3.58082908613708e-07 3.25079035952034e-07 1.85145844312988e-07 1.79186049147868e-07 3.10820559329134e-14 1.86952352792845e-07 7.88684934843843e-14 6.69446454840717e-14 6.07744751079125e-14 3.46135562804899e-14 3.34993551698275e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 22005.11005 0 0 0 0 0 0 0 3.09621346980612e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 3.07199210995574e-14 7.92132912181387e-14 3.18366762022082e-14 2.42705633060536e-14 3.21213623960586e-14 2.85244611991476e-14 2.30563538293292e-12 1.76481382360042e-07 0 0 0 0 0 2.27372371410684e-15 5.86294275077835e-15 2.35637993420317e-15 1.79637685802846e-15 2.37745087862189e-15 2.11122755330113e-15 1.70650758811158e-13 1.30622049083376e-08 0 0 0 0 5.54346872608848e-15 1.4294190441935e-14 5.74498932785635e-15 4.37966973338343e-15 5.79636149796201e-15 5.14729377310403e-15 4.16056330276051e-13 3.18464041844122e-08 0 0 0 1.74066095102155e-07 4.48840615112448e-07 1.80393884788653e-07 1.37522559609545e-07 1.82006981838364e-07 1.61626117454452e-07 1.30642571162814e-05 0.999983853672249 0 0 2.30755110188133e-14 5.95016884456438e-14 2.39143704219029e-14 1.82310250467965e-14 2.41282147017045e-14 2.14263739992524e-14 1.73189620220089e-12 1.32565382250387e-07 0 1.85089977977853e-13 4.77266405717746e-13 1.91818516657572e-13 1.46232082213657e-13 1.93533773711117e-13 1.71862156744159e-13 1.38916373147248e-11 1.06331442286783e-06 3.52395410292658e-14 9.08674217260604e-14 3.65205969646624e-14 2.78413316445461e-14 3.68471671656778e-14 3.27210775544454e-14 2.6448483514029e-12 2.02445927332406e-07 7.98378545512636e-14 3.20876949428601e-14 2.44619264432511e-14 3.23746257670672e-14 2.87493645239327e-14 2.32381434378142e-12 1.7787286349542e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 22006.11006 0 0 0 0 0 0 0 6.14095758333129e-15 0 0 0 0 0 0 0 0 0 0 0 0 0 8.34758023576504e-15 2.09872614623281e-14 8.59512092838922e-15 6.52607837026216e-15 8.88680051741568e-15 7.66980344088622e-15 3.45020005533124e-14 4.77434290897202e-08 0 0 0 0 0 2.04551951818558e-15 5.14279009508937e-15 2.10617773338171e-15 1.59917249149467e-15 2.1776518942234e-15 1.879434781802e-15 8.45448783419597e-15 1.16992126232832e-08 0 0 0 0 1.74842100819647e-07 4.39583302093096e-07 1.80026900907141e-07 1.36690300679179e-07 1.86136200928374e-07 1.60645900800425e-07 7.22652803428716e-07 0.999997748642841 0 0 0 5.99370545334427e-15 1.50692128646535e-14 6.17144390657283e-15 4.68583594431393e-15 6.38087484272446e-15 5.50705011648268e-15 2.47730267966359e-14 3.42805990735332e-08 0 0 5.28783937694126e-15 1.32945433814677e-14 5.44464594661583e-15 4.13399490734146e-15 5.62941264220217e-15 4.85849641484768e-15 2.18555595701123e-14 3.02434450703651e-08 0 5.51622704614741e-15 1.38687495098334e-14 5.67980626612605e-15 4.31254674942558e-15 5.87255324098031e-15 5.06834028356884e-15 2.27995255179397e-14 3.15496931304906e-08 1.05150224887022e-14 2.64365864142457e-14 1.08268369159131e-14 8.22056918151326e-15 1.11942508672002e-14 9.66126151376281e-15 4.34604162496014e-14 6.01399706726096e-08 1.54394302049651e-14 6.32306267853487e-15 4.80095660363578e-15 6.53763887110152e-15 5.6423461976648e-15 2.5381645453396e-14 3.51227978218872e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 22007.11007 0 0 0 0 0 0 0 2.29931110101615e-15 0 0 0 0 0 0 0 0 0 0 0 0 0 2.14945990128382e-15 5.47646027723069e-15 2.22065384119022e-15 1.70259855995498e-15 2.25574336109727e-15 2.00046280250694e-15 8.96734335266095e-15 1.23767912150417e-08 0 0 0 0 0 1.73668219245082e-07 4.42477249073138e-07 1.79420419952433e-07 1.37563515290523e-07 1.82255520264275e-07 1.61629817969576e-07 7.24527380336658e-07 0.999997854810248 0 0 0 0 1.97689458631635e-15 5.03679304171601e-15 2.04237285566925e-15 1.5659086609779e-15 2.07464527996488e-15 1.83985943726662e-15 8.24741718462728e-15 1.13831439862497e-08 0 0 0 2.26750456998665e-15 5.77721812747195e-15 2.3426083595464e-15 1.79610236657346e-15 2.37962493598978e-15 2.11032480487936e-15 9.45981454255251e-15 1.30565034616908e-08 0 0 7.06806517946085e-15 1.80082346123673e-14 7.30217208573091e-15 5.59865182366527e-15 7.41755689177956e-15 6.57811828392838e-15 2.94872992351969e-14 4.06985805914516e-08 0 3.42277532557377e-15 8.72065261473097e-15 3.53614373998173e-15 2.71119844426531e-15 3.59201988954485e-15 3.18551405218552e-15 1.42794948373327e-14 1.97086605594831e-08 5.76302101031611e-15 1.46832027994528e-14 5.95390252954925e-15 4.56491943268818e-15 6.0479827402782e-15 5.36353767489103e-15 2.40427784287751e-14 3.31840141655951e-08 5.85825578890288e-15 2.37546837952789e-15 1.82129648808075e-15 2.41300419147926e-15 2.13992655840047e-15 9.59250838086429e-15 1.32396484431774e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 22008.11008 0 0 0 0 0 0 0 3.10205886394335e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 3.08876057456435e-14 7.87200607377072e-14 3.17832965271176e-14 2.42083360408432e-14 3.28261587882464e-14 2.84744650042516e-14 1.28208163959155e-13 1.77336016285583e-07 0 0 0 0 0 2.23464065131695e-15 5.6951985611067e-15 2.29944162837468e-15 1.75141227400701e-15 2.37489009212528e-15 2.06005598319893e-15 9.27553845944325e-15 1.28298151108802e-08 0 0 0 0 5.56212847898566e-15 1.41756242067561e-14 5.72342123974632e-15 4.35934971556091e-15 5.91121610899099e-15 5.12757881035718e-15 2.30872630875981e-14 3.19340292884638e-08 0 0 0 1.74174909285291e-07 4.43901659158434e-07 1.79225700916588e-07 1.36510572188212e-07 1.8510639109455e-07 1.60567232044595e-07 7.22964593342399e-07 0.999996076222668 0 0 2.31373264986299e-14 5.89677219490281e-14 2.38082716739678e-14 1.81340107607576e-14 2.4589460246094e-14 2.13296880018e-14 9.60383324541506e-14 1.32839085766451e-07 0 2.07977166286105e-13 5.30049991472956e-13 2.14008168887393e-13 1.630032826674e-13 2.21030129076939e-13 1.91728636782809e-13 8.63270881354414e-13 1.19406607463396e-06 3.38280160754137e-14 8.62139818159357e-14 3.48089740170494e-14 2.65128992998806e-14 3.59511137356285e-14 3.11851513462964e-14 1.40413208687154e-13 1.94217889824776e-07 7.90589805478871e-14 3.19201357104834e-14 2.4312562137455e-14 3.29674878903989e-14 2.8597058409081e-14 1.28760148881236e-13 1.78099515302407e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 22009.11009 0 0 0 0 0 0 0 3.35698435860963e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 3.27677430236448e-14 3.07237686521159e-14 1.2972252380125e-13 9.93854400343868e-14 1.8230347760834e-07 6.05576029246409e-14 3.33557099217792e-14 3.3025229240615e-14 0 0 0 0 0 2.33952952984911e-15 2.19359520666439e-15 9.26184250470298e-15 7.0958555683776e-15 1.30159824846996e-08 4.32365147019258e-15 2.38150879951583e-15 2.35791335957142e-15 0 0 0 0 5.55099584079605e-15 5.20473783862412e-15 2.19755504539539e-14 1.68363186890374e-14 3.08829889576565e-08 1.02587169864185e-14 5.6505999485222e-15 5.59461510741543e-15 0 0 0 1.79742031157755e-07 1.68530148029036e-07 7.11571434691788e-07 5.45162382602844e-07 0.999995554432923 3.32178708306686e-07 1.82967226266492e-07 1.81154429185899e-07 0 0 2.38601939430857e-14 2.23718514324592e-14 9.44588882563838e-14 7.23686056933564e-14 1.3274629043249e-07 4.40956873187046e-14 2.42883285329926e-14 2.40476853754418e-14 0 2.41203171437542e-13 2.26157487626055e-13 9.54886765474367e-13 7.31575663105994e-13 1.34193486965198e-06 4.4576417330723e-13 2.45531192455895e-13 2.43098526027263e-13 4.61231256060054e-14 4.32460740310631e-14 1.82594457448462e-13 1.39892672217504e-13 2.56606205379285e-07 8.52394967842717e-14 4.69507343636565e-14 4.64855573157073e-14 3.14758360770439e-14 1.32897918250252e-13 1.01818232469726e-13 1.86765967497283e-07 6.20399536416713e-14 3.41722029487761e-14 3.3833632643006e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 22010.11010 0 0 0 0 0 0 0 3.08505131453593e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 3.07010325492021e-14 7.76613614802191e-14 3.14478304898388e-14 2.41506221134546e-14 3.20115142969602e-14 2.83504519824991e-14 1.28238985704209e-13 1.76836030776566e-07 0 0 0 0 0 2.41607784462734e-15 6.11171284077313e-15 2.47484857020128e-15 1.90058047490006e-15 2.5192087706466e-15 2.23109430636617e-15 1.00920179697823e-14 1.39164575460575e-08 0 0 0 0 5.75708147604462e-15 1.45631188418708e-14 5.89712160607925e-15 4.52874342195165e-15 6.00282403153103e-15 5.31629878195024e-15 2.40474742314045e-14 3.31604298796616e-08 0 0 0 1.73612319128603e-07 4.39169889535718e-07 1.7783541234824e-07 1.36570179090746e-07 1.8102300719062e-07 1.6031994067749e-07 7.25183026829045e-07 0.999996119329692 0 0 2.3007731410428e-14 5.82003795162737e-14 2.35673909726428e-14 1.80987732608213e-14 2.39898225509251e-14 2.12461774219553e-14 9.61038732068579e-14 1.32523096520385e-07 0 2.00500129434714e-13 5.07185320360332e-13 2.05377264544723e-13 1.57721172794964e-13 2.09058530837866e-13 1.85149124314109e-13 8.37494087244909e-13 1.15486822805066e-06 3.43669522124458e-14 8.69346753880931e-14 3.52029230905288e-14 2.70343766042325e-14 3.58339147169904e-14 3.17356957594935e-14 1.43551624408919e-13 1.97951499168544e-07 7.80394877401041e-14 3.16009471787299e-14 2.4268209343959e-14 3.21673755121599e-14 2.8488487810997e-14 1.28863369916789e-13 1.77697029678157e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 22011.11011 0 0 0 0 0 0 0 6.32964926273593e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 6.27394984184553e-14 2.99208365143059e-14 1.80842366978888e-07 7.65164104700147e-14 6.50500009034152e-14 5.80859622170543e-14 3.25475598895001e-14 3.21891656495868e-14 0 0 0 0 0 6.14756573334357e-15 2.93181032531517e-15 1.77199430406847e-08 7.49750436171075e-15 6.37396164439481e-15 5.69158631986788e-15 3.18919132164724e-15 3.1540738565119e-15 0 0 0 0 1.29112591500354e-14 6.1574555736073e-15 3.72158325174527e-08 1.57464313504654e-14 1.33867410570017e-14 1.19536006832809e-14 6.69801307035981e-15 6.62425856122208e-15 0 0 0 3.46927901671029e-07 1.65451960723622e-07 0.999996246236367 4.2310949875163e-07 3.59704187728761e-07 3.21195443006244e-07 1.79976839815711e-07 1.77995042626406e-07 0 0 4.60901092561374e-14 2.19806447093578e-14 1.32851627161617e-07 5.62109963794841e-14 4.77874660194655e-14 4.26714974189909e-14 2.39103057745591e-14 2.36470198049423e-14 0 3.52675282238862e-13 1.68192920385248e-13 1.01656268256461e-06 4.30118941634367e-13 3.65663226620596e-13 3.26516526835821e-13 1.82958425865246e-13 1.80943797235748e-13 7.34653564443336e-14 3.50360614134192e-14 2.11758928350517e-07 8.95975503585955e-14 7.61708592440367e-14 6.80162581190278e-14 3.81118457901483e-14 3.76921809658104e-14 3.01864703348518e-14 1.8244786516856e-07 7.71957145542403e-14 6.56275074934542e-14 5.86016428550748e-14 3.28365134646705e-14 3.24749374410137e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 22012.11012 0 0 0 0 0 0 0 3.20090067032553e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 3.07863759857549e-14 7.85690292928736e-14 3.15410130851223e-14 2.43399202285045e-14 3.19825190710886e-14 2.84430553847921e-14 1.27950886610634e-13 1.7741098889759e-07 0 0 0 0 0 2.57245572284819e-15 6.56509064712913e-15 2.63551187878677e-15 2.03380115653939e-15 2.67240334664892e-15 2.37665195259592e-15 1.06913522610562e-14 1.48241518877355e-08 0 0 0 0 5.64839014169128e-15 1.44150948687649e-14 5.78684374709758e-15 4.46565602693382e-15 5.86784704738155e-15 5.21846006523718e-15 2.34752062693761e-14 3.25496733094055e-08 0 0 0 1.7353069921788e-07 4.42862732410307e-07 1.77784291896979e-07 1.37194562234742e-07 1.80272887582585e-07 1.60322322156388e-07 7.21208849958979e-07 0.999996003640683 0 0 2.35039526925374e-14 5.99837651710862e-14 2.40800826888635e-14 1.85823863729727e-14 2.44171517811277e-14 2.17149374289688e-14 9.76844948316127e-14 1.3544496085264e-07 0 2.17973959121079e-13 5.56285104397868e-13 2.23316947081886e-13 1.72331708654284e-13 2.26442901490461e-13 2.01382760822254e-13 9.05918947409627e-13 1.25610678111275e-06 3.51202976811535e-14 8.96295068494511e-14 3.59811680734105e-14 2.77663484768763e-14 3.64848266288156e-14 3.24470984352835e-14 1.45963046394686e-13 2.02385845767433e-07 8.16892701650734e-14 3.27936129844024e-14 2.53065404681407e-14 3.32526526606169e-14 2.95726249459871e-14 1.33032247416919e-13 1.84456577009315e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
